OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS,SHAPE
4676701,04092019281,Comfort Suites Raleigh Walnut Creek Breakfast,1309  Corporation PKY ,,RALEIGH,NC,27610,(919) 212-6900,2023/12/13 00:00:00+00,Restaurant,26369,-78.56920192,35.79804326,M,
4676702,04092141894,Enloe High Indoor Concession,128 CLARENDON CRESCENT ,,RALEIGH,NC,27610,(919) 360-8401,2023/12/04 00:00:00+00,Limited Food Service,26365,-78.60333824,35.78424366,M,
4676703,04092019283,Wing Stop,2920 FORESTVILLE RD,Suite150,RALEIGH,NC,27616,(984) 234-5742,2023/12/13 00:00:00+00,Restaurant,26370,-78.50931118,35.89359506,M,
4676704,04092019285,RallyPoint Sport Grill,837 Bass Pro LN ,,CARY,NC,27513,(919) 678-1088,2023/12/15 00:00:00+00,Restaurant,26376,-78.77007336,35.83116267,M,
4676705,04092019282,Tamasha Modern Indian,4200 SIX FORKS RD,Suite 130,RALEIGH,NC,27609,(978) 390-1187,2023/12/13 00:00:00+00,Restaurant,26372,-78.63896506,35.83592274,M,
4676706,04092019286,Buffalo Wild Wings Go #3998,6196 FALLS OF NEUSE RD,Suite 112,RALEIGH,NC,27609-3516,(984) 238-0024,2023/12/18 00:00:00+00,Restaurant,26380,-78.61874148,35.8662804,M,
4676707,04092025553,Starbucks #8495,9630 FALLS OF NEUSE RD,Suite 101,RALEIGH,NC,27615,(919) 902-0510,2023/12/18 00:00:00+00,Food Stand,26382,-78.60013448,35.90523089,M,
4676708,04092019287,Toyar's BBQ & Hot Pot Restaurant,4075 Davis DR ,,MORRISVILLE,NC,27560,(919) 412-8078,2023/12/20 00:00:00+00,Restaurant,26386,-78.85811524,35.8356255,M,
4676709,04092019288,Dave's Hot Chicken,114 Grand Hill Place ,,HOLLY SPRINGS,NC,27540,(984) 600-3093,2023/12/05 00:00:00+00,Restaurant,26387,-78.84947984,35.66266429,M,
4676710,04092019289,Quarter Note Coffee,3700 GLENWOOD AVE,150,RALEIGH,NC,27612,,2023/12/20 00:00:00+00,Restaurant,26388,-78.66617613,35.83071166,M,
4676711,04092025555,Unreal Curry at Flavor District,11016 Capital Blvd,,WAKE FOREST,NC,27587,(336) 312-5531,2023/12/08 00:00:00+00,Food Stand,26390,-78.53774541,35.94776496,M,
4676712,04092025557,L.A.M.I Filipino Food at Flavor District,11016 Capital Blvd,,WAKE FOREST,NC,27587,(201) 920-2311,2023/12/06 00:00:00+00,Food Stand,26392,-78.53774541,35.94776496,M,
4676713,04092025558,Wingstop Wendell Falls,6008 Taylor Rd ,Ste 110,WENDELL ,NC,27591,(919) 280-0259,2023/12/07 00:00:00+00,Food Stand,26393,-78.43256379,35.77637,M,
4676714,04092019291,Norse Brewing Longhouse,120 N Arendell Ave,,Zebulon,NC,27597,(919) 375-4209,2023/12/15 00:00:00+00,Restaurant,26394,-78.31268299,35.82188257,M,
4676715,04092019290,Playa Bowls,2526 HILLSBOROUGH ST ,101,RALEIGH,NC,27607,(828) 989-8348,2023/12/21 00:00:00+00,Restaurant,26395,-78.66922671,35.78834892,M,
4676716,04092019292,Budacai,120 E Martin ST ,,RALEIGH,NC,27601,(919) 510-2674,2023/12/22 00:00:00+00,Restaurant,26400,-78.63713722,35.77657759,M,
4676717,04092019294,Flavor Hills,319 FAYETTEVILLE ST,Suite 105,RALEIGH,NC,27601,(919) 615-1338,2024/01/02 00:00:00+00,Restaurant,26402,-78.63879789,35.77609151,M,
4676718,04092019293,NC Baja Burrito,2109 AVENT FERRY RD ,Suite 108,RALEIGH,NC,27606-2198,(919) 827-6398,2023/12/29 00:00:00+00,Restaurant,26401,-78.67605304,35.77835842,M,
4676719,04092025560,Suvidha Deli,744 HUNTER ST,,APEX,NC,27502,(919) 267-4901,2024/01/02 00:00:00+00,Food Stand,26403,-78.86225058,35.73625736,M,
4676720,04092300304,Suvidha Meat Market,744 HUNTER ST,,APEX,NC,27502,(919) 267-4901,2024/01/02 00:00:00+00,Meat Market,26404,-78.86225058,35.73625736,M,
4676721,04092019295,Farina Neighborhood Italian,8450 Honeycutt  RD ,Suite 100,RALEIGH,NC,27615,(919) 890-0163,2024/01/03 00:00:00+00,Restaurant,26405,-78.62166264,35.89510631,M,
4676722,04092025561,Domino's #5510,4237-103 Louisburg RD ,,RALEIGH,NC,27604,(919) 872-7222,2024/01/04 00:00:00+00,Food Stand,26412,-78.57804916,35.84169182,M,
4676723,04092019296,Domino's #5561,5950  Poyner Village PKY ,,Raleigh,NC,27616,(984) 242-4471,2024/01/04 00:00:00+00,Restaurant,26413,-78.56916558,35.86464073,M,
4676724,04092025562,Tastefully Served @ The Kitchen Space,3805 S WILMINGTON ST,Suite 34,RALEIGH,NC,27603,(919) 760-5134,2024/01/04 00:00:00+00,Food Stand,26415,-78.64840838,35.72742869,M,
4676725,04092019298,NY Bagel Cafe & Deli,7500  Ramble WAY ,,RALEIGH,NC,27616,(984) 200-2603,2024/01/08 00:00:00+00,Restaurant,26423,-78.53751091,35.87630472,M,
4676726,04092030664,Lili's Kitchen  (WCID #974),10125 DIVISION DR ,,RALEIGH,NC,27603,(919) 600-2285,2024/01/08 00:00:00+00,Mobile Food Units,26424,-78.71143305,35.63398146,M,
4676727,04092030663,Hightop Burger (WCID #973),2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 495-0150,2024/01/08 00:00:00+00,Mobile Food Units,26425,-78.63902823,35.7520526,M,
4676728,04092019299,Taza Grill,1898 S Franklin St,,Wake Forest,NC,27587,(919) 263-1332,2023/01/03 00:00:00+00,Restaurant,26427,-78.50941468,35.95135713,M,
4676729,04092025563,Coalition Kitchen,160 SOMMERVILLE PARK RD,,RALEIGH,NC,27603,(585) 233-7605,2024/01/11 00:00:00+00,Food Stand,26431,-78.65006114,35.69421011,M,
4676730,04092019300,Chinatown Express,5800 Duraleigh RD ,STE 104,RALEIGH,NC,27612,(919) 782-1111,2024/01/12 00:00:00+00,Restaurant,26433,-78.71190154,35.85736049,M,
4676731,04092030665,Good Eats On The Go (WCID #932),11016 Capital  BLVD ,,WAKE FOREST,NC,27587,(203) 526-4178,2024/01/13 00:00:00+00,Mobile Food Units,26435,-78.53774541,35.94776496,M,
4676732,04092040412,Wicked Links Sausage Company (WCID #1016),3200 GRESHAM LAKE RD ,,RALEIGH,NC,27615,(919) 621-4545,2024/01/13 00:00:00+00,Pushcarts,26437,-78.58228724,35.88437057,M,
4676733,04092141895,Hilltop Christian School Concession Stand,10212 Fayetteville RD ,,Fuquay Varina,NC,27526,(336) 260-5529,2024/01/10 00:00:00+00,Limited Food Service,26444,-78.72284812,35.62770796,M,
4676734,04092030668,G's Tacos (WCID #1020),2161 S Wilmington  ST ,,RALEIGH,NC,27603,(919) 600-8708,2024/01/17 00:00:00+00,Mobile Food Units,26450,-78.63902823,35.7520526,M,
4676735,04092019301,Wake County Detention Center Foodservice,3301 Hammond RD ,,RALEIGH,NC,27603,(919) 255-7120,2024/01/19 00:00:00+00,Restaurant,26455,-78.63888739,35.73379135,M,
4676736,04092025564,Scoop Dogz,1411 AVERSBORO RD,111,GARNER,NC,27529-4590,,2024/01/18 00:00:00+00,Food Stand,26454,-78.61586582,35.69428077,M,
4676737,04092141896,Fuquay-Varina HS Concession Basketball,201 Bengal BLVD ,,FUQUAY-VARINA,NC,27526,,2023/10/25 00:00:00+00,Limited Food Service,26466,-78.79460244,35.59800755,M,
4676738,04092019302,La Cucina Italiana,6552 GLENWOOD AVE,,RALEIGH,NC,27612,(919) 703-0992,2024/01/23 00:00:00+00,Restaurant,26465,-78.70609953,35.8607444,M,
4676739,04092141897,Fuquay-Varina HS Concession Baseball,201 Bengal BLVD ,,FUQUAY-VARINA,NC,27526,,2023/10/24 00:00:00+00,Limited Food Service,26467,-78.79460244,35.59800755,M,
4676740,04092025565,Hummingbird Cafe @ The Kitchen Space,3805 S WILMINGTON ST,20,RALEIGH,NC,27603,(919) 961-5494,2024/01/26 00:00:00+00,Restaurant,26476,-78.64840838,35.72742869,M,
4676741,04092025566,Crummy Hunters @ The Kitchen Archive,2161 S WILMINGTON ST,,RALEIGH,NC,27603,(518) 222-4398,2024/01/29 00:00:00+00,Food Stand,26478,-78.63902823,35.7520526,M,
4676742,04092030669,A Taste of the Bayou (WCID # 1001),160 SOMMERVILLE PARK RD,,RALEIGH,NC,27603,(910) 305-5996,2024/01/30 00:00:00+00,Mobile Food Units,26479,-78.65006114,35.69421011,M,
4676743,04092019305,Roo's Tacos,1221 New Bern Ave,,Raleigh,NC,27610,(336) 313-5226,2023/12/29 00:00:00+00,Restaurant,26481,-78.6211989,35.78016009,M,
4676744,04092019304,Mario Mini Mart,2317 Eagle Rock Rd,,WENDELL,NC,27591,(919) 374-7446,2024/02/01 00:00:00+00,Restaurant,26485,-78.38972381,35.75231309,M,
4676745,04092019307,Zaxby's,7400 Louisburg Rd,,RALEIGH,NC,27616,(984) 200-2746,2024/01/24 00:00:00+00,Restaurant,26487,-78.54086333,35.87467572,M,
4676746,04092019306,Tijuana Flats #5072,7165 O'Kelly Chapel RD ,,CARY,NC,27519,(919) 629-3200,2024/02/02 00:00:00+00,Restaurant,26486,-78.8882479,35.8441495,M,
4676747,04092019311,Tijuana Flats #182,161 Grand Hill PL ,,HOLLY SPRINGS,NC,27540,(919) 629-7558,2024/02/02 00:00:00+00,Restaurant,26490,-78.84947984,35.66266429,M,
4676748,04092019308,Townplaces Breakfast Buffet,1021 CARRINGTON MILL BLVD,,MORRISVILLE,NC,27560,(919) 925-2000,2024/02/02 00:00:00+00,Restaurant,26491,-78.84117566,35.85803709,M,
4676749,04092030670,Cousins Maine Lobster (WCID # 975),3209 Gresham Lake RD ,Unit 119,RALEIGH,NC,27615,(919) 559-2673,2024/01/30 00:00:00+00,Mobile Food Units,26492,-78.58045032,35.88537765,M,
4676750,04092019309,DeMos Pizzaria & Deli,222 GLENWOOD AVE ,Unit 121,RALEIGH,NC,27603,(806) 231-4486,2024/01/11 00:00:00+00,Restaurant,26489,-78.64697296,35.78363334,M,
4676751,04092030671,El Fogoncito Oaxaqueno  (WCID #976),160 Sommerville Park RD ,,RALEIGH,NC,27603,(919) 524-5750,2024/02/02 00:00:00+00,Mobile Food Units,26493,-78.65006114,35.69421011,M,
4676752,04092019312,Figulina,317 S HARRINGTON ST,,RALEIGH,NC,27603,(919) 720-4100,2024/02/06 00:00:00+00,Restaurant,26494,-78.64497597,35.77631676,M,
4676753,04092025567,Refuel #1187,8051 TARGET SIDE DR,,RALEIGH,NC,27616,(843) 388-4966,2024/02/06 00:00:00+00,Food Stand,26495,-78.56579891,35.86699207,M,
4676754,04092141898,Jaguar Club Gym Concessions,1420 Athens DR ,,RALEIGH,NC,27606,(919) 412-5906,2024/02/02 00:00:00+00,Limited Food Service,26499,-78.71223228,35.768377,M,
4676755,04092141899,Jaguar Club Stadium Concessions,1420 Athens DR ,,RALEIGH,NC,27606,(919) 412-5906,2024/02/02 00:00:00+00,Limited Food Service,26500,-78.71223228,35.768377,M,
4676756,04092141900,Southeast Raleigh HS Indoor Concession,2600 Rock Quarry RD ,,RALEIGH,NC,27610,(919) 559-2789,2024/01/23 00:00:00+00,Limited Food Service,26506,-78.60409689,35.74535559,M,
4676757,04092019313,East Coast Wings and Grill,12646 Capital  BLVD ,Unit 168,WAKE FOREST,NC,27587,(336) 760-4985,2024/02/12 00:00:00+00,Restaurant,26507,-78.53001025,35.98759087,M,
4676758,04092025568,Bakery Story @ The Kitchen Space,3805 S WILMINGTON ST,,RALEIGH,NC,27603,,2024/02/13 00:00:00+00,Food Stand,26509,-78.64840838,35.72742869,M,
4676759,04092025569,Taqueria La Potranca,5959 Triangle Town BLVD ,,RALEIGH,NC,27616,(919) 609-3650,2024/02/13 00:00:00+00,Food Stand,26508,-78.576038,35.86600165,M,
4676760,04092019314,Epic Wings,8107 CREEDMOOR RD,105,RALEIGH,NC,27613-4488,,2024/02/16 00:00:00+00,Restaurant,26512,-78.68116671,35.89788698,M,
4676761,04092025570,Refuel #1180,8710 GLENWOOD AVE,,RALEIGH,NC,27617,,2024/02/19 00:00:00+00,Food Stand,26515,-78.74405677,35.88733073,M,
4676762,04092019315,A.C.P.'s Mexican Grill and Bar,2026 KILDAIRE FARM RD,,CARY,NC,27518,(919) 813-7808,2024/02/19 00:00:00+00,Restaurant,26514,-78.78068643,35.73567118,M,
4676763,04092019317,Dose Yoga and Smoothie Bar,540 ST ALBANS DR,Suite 100,RALEIGH,NC,27609,(704) 860-2414,2024/02/21 00:00:00+00,Restaurant,26517,-78.6308723,35.83439199,M,
4676764,04092019316,Wake Oasis Coffee,1750 Olive Chapel RD ,,APEX,NC,27502,(919) 367-6376,2024/02/20 00:00:00+00,Restaurant,26516,-78.89528074,35.73604019,M,
4676765,04092019321,Sosta Cafe,130 E Davie ST ,Suite 1806,RALEIGH,NC,27601,(919) 833-1006,2024/02/26 00:00:00+00,Restaurant,26536,-78.63762465,35.77518083,M,
4676766,04092010193,Afghan Kabab,2422 SW Cary PKWY ,,CARY,NC,27513,,2024/02/21 00:00:00+00,Restaurant,26535,-78.82085568,35.76364284,M,
4676767,04092019323,La Taberna Mexican Bar & Grill,1301 E Williams ST ,,APEX,NC,27502,(919) 267-4788,2024/03/04 00:00:00+00,Restaurant,26545,-78.84117499,35.7170247,M,
4676768,04092019324,Elevate Group Entertainment,1140 Parkside Main ST ,,CARY,NC,27519,(919) 234-5200,2024/03/04 00:00:00+00,Restaurant,26546,-78.88929615,35.84835999,M,
4676769,04092019325,Shinmai,1904 NW MAYNARD RD,102,CARY,NC,27513-4998,,2024/03/04 00:00:00+00,Restaurant,26547,-78.7949041,35.79887976,M,
4676770,04092019326,Dunkin Donuts #359321,5601 ATLANTIC AVE,103,RALEIGH,NC,27615-4136,(984) 327-9339,2024/03/05 00:00:00+00,Restaurant,26551,-78.60084789,35.8619329,M,
4676771,04092019327,Cha House,1319 Kildaire Farm RD ,,CARY,NC,27511,(984) 465-0498,2024/03/05 00:00:00+00,Restaurant,26549,-78.78193785,35.75976468,M,
4676772,04092019328,Casa Smoothie,2893 Jones Franklin RD ,,RALEIGH,NC,27606,(919) 809-8622,2024/03/06 00:00:00+00,Restaurant,26558,-78.73666445,35.74405202,M,
4676773,04092019329,China Moon,7983 Fayetteville RD ,,RALEIGH,NC,27603-5631,(919) 661-7778,2024/03/07 00:00:00+00,Restaurant,26563,-78.6974243,35.66508436,M,
4676774,04092025574,South Garner Park Concession,1210 Poole DR ,,GARNER,NC,27529,,2024/03/07 00:00:00+00,Food Stand,26564,-78.62713066,35.69221144,M,
4676775,04092019330,Mac's Speed Shop,1626 Glenwood AVE ,,RALEIGH,NC,27608,(984) 238-9770,2024/03/04 00:00:00+00,Restaurant,26565,-78.64536713,35.80339725,M,
4676776,04092300305,Fresh Market Seafood and Meat Market,400 Woodburn RD ,,RALEIGH,NC,27605-1324,(919) 828-7888,2024/03/07 00:00:00+00,Meat Market,26566,-78.65854788,35.78994091,M,
4676777,04092025575,Garner Recreational Park Concession,221 E Garner RD ,,GARNER,NC,27529,,2024/03/07 00:00:00+00,Food Stand,26570,-78.60281099,35.7094451,M,
4676778,04092025573,Outlaw Smoke BBQ @ The Cookhouse,1214 E LENOIR ST,,RALEIGH,NC,27610,,2024/03/07 00:00:00+00,Food Stand,26572,-78.62079848,35.77206859,M,
4676779,04092019331,Ruth's Chris North Hills,4140 LASSITER MILL RD,100,RALEIGH,NC,27609-5722,(919) 791-1103,2024/03/07 00:00:00+00,Restaurant,26571,-78.64445422,35.83697574,M,
4676780,04092019335,Falls Local,5920 Taylor Rd,Ste 101,WENDELL,NC,27591,(252) 375-5673,2024/01/16 00:00:00+00,Restaurant,26574,-78.43443529,35.77546125,M,
4676781,04092019334,X Golf Cary,107 Edinburgh South Dr,Ste 101A,Cary,NC,27511,(919) 234-1036,2024/01/11 00:00:00+00,Restaurant,26573,-78.79806693,35.73669743,M,
4676782,04092019338,Hibachi & Company,2316 Hillsborough St,Unit 106,RALEIGH,NC,27607,(919) 301-8888,2024/02/28 00:00:00+00,Restaurant,26575,-78.66664947,35.78770917,M,
4676783,04092019339,Soo Cafe,12281 Capital Blvd,,Wake Forest,NC,27587,(919) 263-9066,2024/02/28 00:00:00+00,Restaurant,26576,-78.54097708,35.98087662,M,
4676784,04092019337,Chicken Bee,2237 Avent Ferry Rd ,Ste 105,Raleigh,NC,27606,(919) 703-0088,2024/02/27 00:00:00+00,Restaurant,26577,-78.67605304,35.77835842,M,
4676785,04092025576,Kinzaap Kitchen @ Flavor District,11016 Capital Blvd,,WAKE FOREST,NC,27587,(919) 397-5102,2024/02/29 00:00:00+00,Food Stand,26579,-78.53774541,35.94776496,M,
4676786,04092019341,Hong Kong Chinese Restaurant,12287 Capital BLVD ,,WAKE FOREST,NC,27587-6200,(919) 556-9505,2024/03/11 00:00:00+00,Restaurant,26581,-78.54097708,35.98087662,M,
4676787,04092019333,Estampa Gaucha,3931 MACAW ST,,RALEIGH,NC,27617,(321) 506-6156,2024/03/11 00:00:00+00,Restaurant,26582,-78.7814356,35.90461115,M,
4676788,04092019336,Leo's Italian Social,4100 Main at North Hills St,,RALEIGH,NC,27609,(919) 242-7444,2024/02/16 00:00:00+00,Restaurant,26578,-78.64420613,35.83600374,M,
4676789,04092030674,Taco Addicts (WCID #677),131 CROSSROADS BLVD ,,CARY,NC,27518,(472) 206-9865,2024/03/11 00:00:00+00,Mobile Food Units,26585,-78.74226136,35.76176402,M,
4676790,04092019340,Shanghai Express,2502 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 754-9797,2024/03/05 00:00:00+00,Restaurant,26587,-78.66817897,35.78802467,M,
4676791,04092030675,The Sidechick (WCID #1018),903 N Smithfield AVE ,,RALEIGH,NC,27545,(919) 441-3414,2024/03/11 00:00:00+00,Mobile Food Units,26583,-78.48701184,35.79554687,M,
4676792,04092030673,Party In A Pita (WCID #1022),701 Corporate Center DR ,,RALEIGH,NC,27607,(919) 454-6923,2024/03/11 00:00:00+00,Mobile Food Units,26584,-78.74123044,35.7918045,M,
4676793,04092019342,The Optimist,4509  Creedmoor RD ,Suite 104,RALEIGH,NC,27612,(919) 917-7175,2024/03/15 00:00:00+00,Restaurant,26594,-78.68316687,35.8427619,M,
4676794,04092019344,Beow's Books and Brew,8111 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 275-2258,2024/03/11 00:00:00+00,Restaurant,26600,-78.68248846,35.8985009,M,
4676795,04092019343,Michelangelo's Pizza,928 US 64 HWY W ,,Apex,NC,27523,(919) 462-8880,2024/03/18 00:00:00+00,Restaurant,26599,-78.820808,35.74557219,M,
4676796,04092019345,El Sazon de Mama,9629 Bitter Melon DR ,,ANGIER,NC,27501,(919) 272-7062,2024/03/19 00:00:00+00,Restaurant,26606,-78.74798646,35.53954423,M,
4676797,04092019346,Ponysaurus Raleigh,2221 Ironworks DR,100,RALEIGH,NC,27604,(347) 342-6038,2024/03/19 00:00:00+00,Restaurant,26609,-78.61951523,35.80924691,M,
4676798,04092019347,Five Bros Pizza,6300 Creedmoor RD ,Suite 182,RALEIGH,NC,27612,(919) 594-1699,2024/03/20 00:00:00+00,Restaurant,26617,-78.67834695,35.87186823,M,
4676799,04092019350,Alpaca Peruvian Charcoal Chicken,1608 Mangum Ave,,WAKE FOREST,NC,27587,(984) 459-8261,2024/03/13 00:00:00+00,Restaurant,26620,-78.531541,35.94851422,M,
4676800,04092019348,Country Club at Wakefield Plantation Sports Club,3350 Canes Way,,RALEIGH,NC,27614,(919) 348-4374,2024/03/20 00:00:00+00,Restaurant,26621,-78.54752891,35.96493872,M,
4676801,04092025577,Heritage Lake Pool Bar & Grill,804 HERITAGE LAKE RD,,WAKE FOREST,NC,27587,(919) 796-2464,2024/03/21 00:00:00+00,Food Stand,26624,-78.50126892,35.95093438,M,
4676802,04092025580,Che Empanadas,5800 DURALEIGH RD,,RALEIGH,NC,27612,(919) 594-1909,2024/03/25 00:00:00+00,Food Stand,26633,-78.71190154,35.85736049,M,
4676803,04092019349,The Country Club at Wakefield Plantation,2201 Wakefield Plantation Dr ,,RALEIGH,NC,27614,(919) 348-4374,2024/03/20 00:00:00+00,Restaurant,26622,-78.56707451,35.95390621,M,
4676804,04092030676,Ultimate Eggrolls (WCID #977),2161 S WILMINGTON ST ,,RALEIGH,NC,27603,(919) 924-5902,2024/03/25 00:00:00+00,Mobile Food Units,26634,-78.63902823,35.7520526,M,
4676805,04092019351,Himalayan Grill & Bar,1207 Kildaire Farm RD ,Ste J,CARY,NC,27511-7704,(919) 377-0117,2024/03/21 00:00:00+00,Restaurant,26625,-78.78219418,35.76380551,M,
4676806,04092030677,G's Tacos #2 (WCID #964),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 600-8708,2024/03/25 00:00:00+00,Mobile Food Units,26635,-78.63902823,35.7520526,M,
4676807,04092019352,Brodeto,2201 IRON WORKS DR,137,RALEIGH,NC,27604,,2024/03/11 00:00:00+00,Restaurant,26638,-78.61920065,35.80769092,M,
4676808,04092019354,Sully's Golf and Gather,2311 TIMBER DR,,GARNER,NC,27529,,2024/03/26 00:00:00+00,Restaurant,26639,-78.64123156,35.70153552,M,
4676809,04092025578,Umstead Pool Bar,100 WOODLAND POND DR,,CARY,NC,27513,,2024/03/26 00:00:00+00,Food Stand,26641,-78.76458185,35.82989317,M,
4676810,04092019353,High View - Soleil,19001 SEARSTONE DR,,CARY,NC,27513,,2024/03/26 00:00:00+00,Restaurant,26640,-78.84474841,35.78853893,M,
4676811,04092019356,Milo's Cafe,10119 CHAPEL HILL RD,,MORRISVILLE,NC,27560,(919) 443-8000,2024/03/28 00:00:00+00,Restaurant,26649,-78.82681658,35.82670809,M,
4676812,04092019355,Brueggers Bagels,10750 Wakefield Commons DR ,Suite 111,RALEIGH,NC,27614,(919) 435-0444,2024/03/27 00:00:00+00,Restaurant,26648,-78.54122916,35.94195239,M,
4676813,04092025579,Surefire Catering at The Kitchen Space,3805 S WILMINGTON ST,,RALEIGH,NC,27603,,2024/03/28 00:00:00+00,Food Stand,26650,-78.64840838,35.72742869,M,
4676814,04092025572,Magnificent Meals at The Kitchen Space,3805 S WILMINGTON ST,,RALEIGH,NC,27603,,2024/04/01 00:00:00+00,Food Stand,26652,-78.64840838,35.72742869,M,
4676815,04092019357,Hong Kong,3490 Kildaire Farm RD ,STE 190,CARY,NC,27518,(919) 303-8278,2024/04/01 00:00:00+00,Restaurant,26651,-78.79652285,35.70711427,M,
4676816,04092019358,Pho 919,3504 Davis DR ,,MORRISVILLE,NC,27560,(919) 377-0318,2024/04/03 00:00:00+00,Restaurant,26663,-78.84576057,35.81812092,M,
4676817,04092019359,I Heart Mac and Cheese,5011 FALLS OF NEUSE RD,E,RALEIGH,NC,27609,(919) 307-8245,2024/04/03 00:00:00+00,Restaurant,26664,-78.61557773,35.84978383,M,
4676818,04092030678,Hot Totz (WCID # 654),929 HERITAGE LAKE RD ,,WAKE FOREST,NC,27587,(919) 749-1030,2024/04/05 00:00:00+00,Mobile Food Units,26668,-78.50377685,35.94688497,M,
4676819,04092025581,Boots on the Ground @ The Kitchen Space,3805 S WILMINGTON ST,,RALEIGH,NC,27603,(919) 327-8887,2024/04/08 00:00:00+00,Food Stand,26672,-78.64840838,35.72742869,M,
4676820,04092019360,Aladdin's Eatery,8201 Brier Creek  PKY ,Ste 107,Raleigh,NC,27617,(919) 806-5700,2024/04/09 00:00:00+00,Restaurant,26673,-78.78334835,35.9068519,M,
4676821,04092019361,Subway #22217,1601 Crosslink RD ,,RALEIGH,NC,27610,(919) 594-1787,2024/04/09 00:00:00+00,Restaurant,26676,-78.6148089,35.7548246,M,
4676822,04092019362,La Tarrazza & Rooftop Bar (9th floor),223 S WEST ST,,RALEIGH,NC,27603,(919) 412-4260,2024/04/11 00:00:00+00,Restaurant,26692,-78.64560315,35.77782018,M,
4676823,04092025582,Grit Bowl at TKA,2161 S WILMINGTON ST,,RALEIGH,NC,27603,(919) 438-2602,2024/04/11 00:00:00+00,Food Stand,26693,-78.63902823,35.7520526,M,
4676824,04092019364,XL Sideline,106 Investment BLVD ,,Apex,NC,27502,(919) 387-2955,2024/04/11 00:00:00+00,Restaurant,26691,-78.83445196,35.72545072,M,
4676825,04092019363,Starry Night Coffee & Crepes,315 Crossroads BLVD ,,CARY,NC,27511,(919) 900-7155,2024/04/10 00:00:00+00,Restaurant,26690,-78.73871469,35.76064643,M,
4676826,04092141901,Garner High School Outdoor Concessions,2101 Spring Dr,,Garner,NC,27529,(919) 395-0278,2024/04/10 00:00:00+00,Limited Food Service,26697,-78.63740248,35.70995103,M,
4676827,04092030679,Gatsbys Kitchen (WCID #1035),6109 MADDRY OAKS CT ,,RALEIGH,NC,27616,(919) 758-7019,2024/04/15 00:00:00+00,Mobile Food Units,26701,-78.59023932,35.86565857,M,
4676828,04092019365,First Watch #6047,"6320 Capital  Blvd, Ste 130",,RALEIGH,NC,27161,(919) 900-8355,2024/04/16 00:00:00+00,Restaurant,26704,-78.57847149,35.87073431,M,
4676829,04092019368,First Watch #6050,6109 Glenwood AVE ,,Raleigh,NC,27612,(919) 789-3347,2024/04/17 00:00:00+00,Restaurant,26708,-78.70249095,35.85532699,M,
4676830,04092019369,First Watch #6051,4233 Corners PKY ,STE 230,RALEIGH,NC,27617,(919) 399-9040,2024/04/17 00:00:00+00,Restaurant,26711,-78.78791959,35.9189124,M,
4676831,04092019366,First Watch #6053,631 E. Six Forks RD ,Suite 100,RALEIGH,NC,27609,(941) 500-1987,2024/04/16 00:00:00+00,Restaurant,26705,-78.62209482,35.82015424,M,
4676832,04092019371,First Watch #6037,1280 W Williams ST ,,Apex,NC,27502,(919) 848-9239,2024/04/17 00:00:00+00,Restaurant,26713,-78.87327823,35.74703843,M,
4676833,04092019370,First Watch #6041,1325 Bradford View DR ,STE 110,Cary,NC,27519,(919) 655-8005,2024/04/17 00:00:00+00,Restaurant,26712,-78.84569125,35.79250659,M,
4676834,04092019372,Mr. Cancun,325 N Main ST ,,HOLLY SPRINGS,NC,27540,(919) 552-6272,2024/04/17 00:00:00+00,Restaurant,26714,-78.83516526,35.65627312,M,
4676835,04092019373,First Watch #6052,4035 Lake Boone TRL ,Suite 103,RALEIGH,NC,27607,(941) 925-6900,2024/04/17 00:00:00+00,Restaurant,26715,-78.6970997,35.81457601,M,
4676836,04092019374,First Watch #6038,1104 Ledsome LN ,Ste 101,CARY,NC,27511,(919) 322-4344,2024/04/17 00:00:00+00,Restaurant,26716,-78.74822919,35.76313034,M,
4676837,04092019376,First Watch #6048,2808 Rogers RD ,Suite 105,WAKE FOREST,NC,27587,(914) 319-1064,2024/04/18 00:00:00+00,Restaurant,26720,-78.52660249,35.95272354,M,
4676838,04092019375,First Watch #6036,304 Grand Hill PL ,,HOLLY SPRINGS,NC,27540-4490,(919) 808-4603,2024/04/17 00:00:00+00,Restaurant,26717,-78.84367417,35.66711929,M,
4676839,04092019367,First Watch #6054,621 HILLSBOROUGH ST ,Suite 101,RALEIGH,NC,27603-4270,(919) 561-5588,2024/04/16 00:00:00+00,Restaurant,26722,-78.64871664,35.78036718,M,
4676840,04092030680,Shawerma Bowl (WCID #1017),160 SOMMERVILLE PARK RD ,,RALEIGH,NC,27603,(919) 412-7282,2024/04/21 00:00:00+00,Mobile Food Units,26723,-78.65006114,35.69421011,M,
4676841,04092019377,Berkeley Cafe,428 S Dawson ST ,,RALEIGH,NC,27601,(919) 828-9190,2024/04/22 00:00:00+00,Restaurant,26725,-78.64394589,35.77458784,M,
